text,sentiment
Nimeona sinema nyingi zinazoigiza ufuaji wa jaclyn lakini mungu wangu huyu alikuwa mmojawapo wa filamu bora zaidi ingawa ilitoka miaka 12 iliyopita,positive
Filamu hiyo ilikuwa na picha ya nyota na kitu nikipendacho zaidi ni kwamba ilifungua macho yangu ili nione waigizaji wengine ambao ninawaona kabla ya hapo,positive
Sinema hiyo ilikuwa ndefu lakini niliifurahia kila dakika,positive
Kwa ujumla nahesabu sinema hii kuwa 10 kati ya digrii 110,positive
Maisha hayayaweki vya kutosha ili yeyote ajue ni duka gani linalouza linijulishe kwa sababu hili ni lazima liwe linamiliki,positive
Nakumbuka hasa hisi zangu zikishambuliwa na nyuzi ndogo - ndogo za muziki ambazo hazingeng'aa bila onyo lolote na hata umaana mdogo,negative
Ni aina tu ya papa anayechunguzwa alasiri ili kumwadhibu mtu asiyeajiriwa kwa kutokuwa na kazi,negative
Ni filamu chache tu zinazoweza kuonekana lakini watu wanaoikumbuka huwa tofauti kabisa na sinema zisizo na madoido mengi na nyeusi,positive
sinema hii hufanyiza ulimwengu wake wenyewe na huvutia katika kila njia,positive
lakini filamu hii ilinifikia kwelikweli,positive
Ione,positive
Ninatumaini kuwa timu inayochochea filamu hii inafanya filamu nyingi zaidi na kwamba zitaendelea kufanya hivyo kwa mtindo wao wenyewe wa ajabu,positive
na nilisahau jangu hapa i project ikiwa na strond fausa aurvg akiwa mkamilifu katika daraka lake akiwa mtu mwenye kusumbua ambaye haelewi mahali alipokuwa anafanyia kazi na kwa nini yeye ni mwenye kusumbua,positive
Picha hii ni nzuri na yenye kuchekesha kuhusu maisha katika mwaka wa 2006,positive
i niliona kuhama huko kukifurahisha na kutia moyo,positive
Mwanzoni tovuti za eneo hilo katika filamu iliyopigwa picha hapa katika nyati zilinivutia,positive
"baadaye, nilijikuta nimepoteza uwezo wa sinema hiyo",positive
wasikilizaji wote walipiga makofi mwishoni mwa filamu hiyo,positive
Nilitoka kwenye jumba la maonyesho nikiwa na lilti katika shangwe yangu ya hatua kwa hatua moyoni mwangu na kutumaini kwa ajili ya jamii ya kibinadamu,positive
Mapambo yana sura nzuri na hufanya kazi vizuri,positive
sehemu iliyobaki ya plasta pia hucheza vizuri,positive
Picha za sinema zenye kutokeza kutia ndani maoni mazuri ya barcelona na minara yake maarufu ya saudi,positive
Karibu dakika kumi katika filamu hii ikaanza kuwa na mawazo ya pili,negative
karibu nusu ya njia kupitia filamu hii ikaanza kuichukia,negative
kufikia wakati filamu ilipoisha si kwamba tu iliipenda niidharau,negative
yale ambayo filamu hii haina ni maandishi yenye kusadikisha,negative
mwandiko huonekana kana kwamba ni hati ya mkono tu iliyoandikwa na ufyatuaji risasi ukaanza kabla ya hati iliyomalizika kukamilishwa,negative
mambo yatokeayo watu mashuhuri hubadili mpangilio wa njama kwa sababu isiyo na sababu yoyote ila tu maandishi yahitajiyo iwe hivyo,negative
"Mkavu, na juu ya hayo, mshari, amejipachika tu.",positive
kwa sababu ya manufaa yake ya kuchunguza,positive
Labda hii ndiyo pindi yenye kuudhi zaidi ambayo nimepata kuona katika maisha yangu yote,negative
ni kipindi kinachoudhi na cha kijinga kuliko vyote ambacho kimewahi kuonekana,negative
kila kitu juu ya hilo ni kibaya tu,negative
Siwezi kuelewa ujinga wa aina gani ungetokeza hali hii mbaya mwanzoni bila kutaja majira kadhaa,negative
Hati hiyo ni mbaya sana na pia ina mzaha usio wa kiadili ambao kwa kawaida unaona katika sinema ya ri au nc17,negative
kuroga pia ni sababu mbaya sana unazoona ni kipindi kibaya sana cha waigizaji,negative
Maneno ya mwisho katika kipindi hiki ni mateso halisi,negative
Ni nyakati zenye kukatisha tamaa mbali na uhalisi wa mambo,negative
Kutazama mashine ya kufulia nguo huku na huku kunaumiza macho yako kwa kadiri ambavyo jambo hili laonyesha,negative
Picha ya 010 katika kidato cha pili inaonyesha kipindi hicho ni kibaya sana hivi kwamba hata mama ya kifaa hicho humvuta binti yake nje ya kipindi hicho,negative
Mbweha wa karne ya 20 wanaoishi barabarani mwaka wa 1948 si kwamba wao ni wapumbavu tu bali pia ni filamu isiyoweza kutiliwa shaka,negative
Yamejaa herufi zisizosadikisha ambazo zitaandikwa kwa ustadi na edward vodorov ambaye pia alitokeza na kwa kushangaza anaelekezwa na ean negulesco ambaye angetarajia kupata faida kubwa zaidi kutoka kwake,negative
kutoka hapa kwenye ukurasa wa picha akigeuka bila kukusudia na kuwa mcheshi,negative
Kufutwa kwake marumaru mapema hivyo katika shughuli hiyo hakuwezi kushindika kabisa na hakusadiki,negative
"na ikiwa hiyo yatosha kuharibu filamu yako, basi picha hiyo imeharibiwa na matumizi ya daima ya seti za sinema na sehemu za nje ya nyumba",negative
chochote kilichochochea filamu kama hiyo hakiko mbali nami,negative
Sinema hiyo ilikatishwa tamaa sana,negative
kuna matatizo mengi sana hivi kwamba sijui nianzie wapi,negative
Bila ya shaka katika hayo ipo adhabu nyengine kali vile vile.,positive
steve martin hutoa wonyesho wa kuchekesha wa jamaa mweupe wa tabaka la juu,positive
ongeza akili nyeupe na ya yean ya hali ya juu na kila mtu amecheza vizuri sana,positive
lakini sinema hiyo hufanya makosa mengi mazito,negative
kwanza kuna maoni ya kutosha juu ya ubaguzi wa rangi na mizaha ya kijamii ili kuudhi kila mtu,negative
filamu hiyo imejawa na sauti kali za ubaguzi wa rangi kuelekea watu weusi waliotupwa na pia wazungu wanaonyeshwa kama moroni na boob,negative
Kuweka kando kadi ya mashindano ya mbio acheni kutazama kasoro kubwa katika sinema wanayoharibu latifas,negative
Hapana pa kukimbilia!,negative
int aliona filamu hii tena kwa ajili ya uhuru,negative
Boti ya mvuke ni filamu muhimu sana katika historia yetu ya sinema,positive
kutokea kwa pili kwa panya aina ya mykey baada ya mlipuko wa ndege kimya - kimya mapema mwaka huo labda ni sinema yake maarufu zaidi kwa sababu ilikuwa yenye kuchosha sana,positive
Ingawa bado husikii makeywiy akisema kuna tani nyingi za sauti na muziki kotekote katika kitu cha sinema ambacho sisi hukiona kuwa cha kawaida sasa lakini ambacho kilikuwa kikundi kikubwa cha watu chenye kupendeza katika 1928,positive
Hata hivyo baada ya kuona ufupi huo tena baada ya karibu miaka 25 ilishangazwa na jinsi sinema hiyo ilivyo ya kudumu,positive
mara kwa mara ni vigumu kwake kuona polisi wakicheza batamzinga katika majani makavu kwa njia ya kuwazia sana ikiwa mara kwa mara ni yenye ukatili,positive
Picha ya werevu na ya umati wa watu bado ni miongoni mwa filamu bora zaidi hata baada ya miaka 80 ya ajabu,positive
kule kubadilika - badilika kwa hisia - mwenzi kwa mtu katili anayeua kikatili dakika moja ijayo tangazo la kibiashara la mpira wa miguu haliaminiki hata kidogo,negative
ifahamike sana kwamba filamu hii ingepokea tuzo na tuzo nyingi sana hasa wakati ambapo kuna filamu zenye kustahili zaidi huko,negative
mwili na nafsi ya awali 1947 ni kazi ya pekee sana,positive
Jihn garfield anisti lilli pilmer william conda leeand aliyepigwa picha na mmojawapo wa wataalamu wakubwa zaidi wa sinema ili kupata fursa ya kushindilia filamu hizo,positive
Sidhani kuna sifa zozote za kukomboa katika mabadiliko haya,negative
Hii ndiyo sinema pekee mbaya aliyowahi kutengeneza,negative
Basi ni kiovu hicho walicho nunua.,negative
Sinema hii ni kielelezo thabiti cha njama mbaya na wazo baya sana kwa njia yoyote ile,negative
ni aibu kuona waigizaji wazuri kama thomerson na jemu wakijiruzuku katika hali mbaya kama hii,negative
Nilikuwa na maoni mabaya,negative
Sinema zote mbili ni mbaya sana lakini kutokana na jinsi zilivyoonekana mwaka wa 1986,negative
Tuanze na matatizo yote hasa yale ambayo profesa mkuu alifanya yalikuwa mabaya sana,negative
mwandiko ni shaghala - baghala kubwa lenye kasoro,negative
Mfano bora zaidi wa jinsi maandishi yalivyopotoka ni wakati yanapojulikana kwamba unaweza kuwageuza tena wale wanaoitwa zombies kuwa wanadamu kwa kuondoa mkufu wenye kipande cha meteoriti,negative
Mkurugenzi paul matthews ambaye pia aliongoza filamu hiyo yenye kutisha ya 1995 kwa njia ya kusikitisha hajui jinsi ya kusonga filamu zake,negative
sinema inachosha sana katika sehemu mbalimbali,negative
Hakika mwangaza bila ya shaka ni mkali!,negative
sinema yaonekana kuwa ya bei rahisi na ya bland,negative
Mojawapo ya mambo yenye kuvunja moyo zaidi ni ukosefu wa kwenda mahali palipo wazi,negative
Mkusanyiko huu haukufanya kazi vizuri katika wakati uliopita na bila shaka haufanyi kazi hapa,negative
Picha zilikuwa mbaya sana,negative
mfuatano wa uwazi angani ulionekana kana kwamba uliumbwa kwenye vishimo vidogo sana kwa ajili ya miungu,negative
mlipuko wa matangi ya gesi mwishoni ulikuwa mbaya sana,negative
Sawa na mimi ninajiona kuwa mchambuzi wa haki na mgonjwa kiasi kwamba sifa zinazotokana na athari za wanyama zilikuwa baridi sana,positive
rota apenda mifupa ya meno yenye utelezi,positive
kutoa muhtasari wa filamu hiyo kwa wafugaji ni sinema yenye kuogofya sana inayopaswa kuepukwa kama vile virusi vya ebola,negative
halipendekezwi,negative
Hawezi kutazama kwenye kiwambo cha televisheni kwa muda mrefu na kwa njia mbaya sana,negative
"Mbali na risasi zake mbaya, filamu hiyo ina mizigo mingi ya vitu vingine",negative
Naelewa kwamba inayodhaniwa kuwa aina ya popcorn yenye bei ya chini lakini hiyo haimaanishi kwamba ni lazima itukana kabisa akili yetu na iwe imeandika kwa njia ya ajabu sana hivi kwamba inaingilia mambo yenye kuudhi,negative
Mavi weusi hutumia vipawa vikubwa vibaya hapa pia kwa kuwa yuko katika hali yake ya kukosa adabu kabisa wakati anapozuiwa na kiwango ambacho kwa hakika hakiruhusu.,negative
ile filamu pekee nyangavu ilikuwa kilima cha johana ambacho kitaonekana kuwa karibu kisichotambulikana na mashabiki wa chombo bora cha hivi karibuni kwa sababu ya uzito aliopunguza katika kipindi cha katikati,positive
kwa kuwa sinema ya kwanza sasa ilikuwa imebuniwa upya na sasa haikuwa na matokeo yoyote,negative
bajeti ilikuwa ndogo sana,negative
Hii haikuonyeshwa tu kwenye plasta bali pia katika mwandiko wa chini wapar ulioazimwa sana kutokana na maandishi ya awali,negative
Hata hivyo hapa hapakuwa na hatua yoyote inayofaa au mahali pa kazi kusawazisha mambo,negative
Upigaji picha haukupanuka sana,negative
haikuonyesha mandhari pana zilizokuwa sehemu kubwa ya awali,negative
"Kwa ujumla, haikuwa na uwezo wa kuwazia",negative
halipendekezwi,negative
inawezekana kwa sinema kuwa mbaya zaidi kuliko hii,negative
Hizi ni njama mlizo panga mjini mpate kuwatoa wenyewe.,negative
Hata wakati wanawake wanapoonyesha hatimaye hakuna dalili ya maendeleo yanayotarajiwa zaidi na kufikia wakati ambapo sinema hiyo iko juu yako huenda ikawa imelala mbali sana,negative
Jihadhari na hii si sinema ya kishenzi ambayo ni kipindi cha takataka,negative
Ninashindwa kuamini kwamba hata hivi ni tokeo la jambo hili,negative
ndiyo sababu ninaipitia vibaya sana,negative
kwa kuwa ni mtoto mwenye umri wa miaka 90 tu aliyefurahia sana maonyesho haya na ninaweza kusema kwa fahari kwamba nilifurahia wakati na hata zaidi ya katuni bora,positive
lakini vidole vidogo vya miguu vilibaki vibe 90 na kutokeza moja ya katuni zenye kuchekesha zaidi na zenye ncha kali zaidi zilizowahi kubuniwa,positive
kumbukumbu ni nzito lakini naweza tu kusema kwamba nilifurahia kila tukio na bidhaa inayohusiana na maonyesho hayo,positive
Kwa urahisi hakuna katuni nyingine yoyote iliyonifanya nicheke kwa njia ya wororo kabla ya kuanza kukaza fikira kwa vijana kwenye vipindi vya televisheni vya giza,positive
wahusika wote walikuwa wenye kuchekesha na walikuwa na upekee wa kutokuwa na mtu mashuhuri wa kweli,positive
Kila mhusika alikuwa mwenye adabu na aliyestahili kuitwa kiongozi,positive
"Na kila jambo katika khabari hii lilikuwa juu ya upana wa chembe ya haki. Na kwa hakika Mwenyezi Mungu ni Mwenye kusamehe, Mwenye kurehemu.",negative
Inaonekana kwamba mistari yake iliandikwa na kijana mwenye umri wa miaka kumi na mitano ingawa wanajaribu sana - sana kusikia kama vile mtoto mwenye umri wa miaka kumi na mitano anavyojua vizuri mazungumzo,negative
perabo ina kiwango kizuri cha nishati na kwa wazi ni yenye kustarehesha sana mbele ya kamera,positive
Kwa wazi hakuna udhuru wa kufanya jambo hilo ambalo halifai,negative
Ninaiona filamu hii na nilifikiri hii ni filamu ya kipumbavu,negative
jambo la kipumbavu hata zaidi ni kwamba watu waliofikiri kwamba kuna volkeno ndani ya los e malaikaes,negative
Kwa kuzua tu mnatakataka nini?,negative
katika umalizio wangu sitajishughulisha na sinema hii kwa sababu volkeno katika los malaikas ni upuuzi tu,negative
hadithi hii ni mbaya sana,negative
Ndio jaza muwafaka.,negative
Na alama nyengine.,negative
pia kuna unafiki wa kutosha katika filamu hii wa kunifanya nipike,negative
Usipoteze wakati wako ukitazama filamu hii ya takataka isiyochunguzwa,negative
Ninaamini kwamba weusi wa rangi ya waridi ulifanywa vizuri,positive
wahusika ni wenye kupendeza na unataka kujua zaidi juu yao kadiri sinema inavyoendelea na na nafikiri watu watashangazwa na ni nani atakayeicheza bila kuifanya,positive
Endelea kulitazama,positive
Usiache kutazama hili,negative
ni jambo la kuchekesha sana,positive
Kiwango changu 3 tu kati ya 10,negative
wahusika ni wenye kupendeza na kweli unawajali,positive
wimbo wa sauti kubwa na wenye kuvutia wakati wa matangazo ya mwisho,positive
Usikose kufanya hivyo,positive
Hii ni sehemu yenye ustadi ya utengenezaji wa filamu yenye vichwa vingi vinavyochemka na kuchemka mara kwa mara katika sehemu hii ya mapigano na uchunguzi wote wa washairi bohemian miaka ya vita ambayo hupitana na milipuko ya mabomu ya hewani ya londoni na utulivu wa nje wa mwambao wa magharibi ukiondoa mipaka kati ya tamaa ya urafiki na kupenda sanaa na kujionea wasiwasi dhidi ya ushindani na kujiona kuwa shujaa na kujitoa zaidi kwa wengine,positive
Hati ya werevu iliyokomaa ambayo hudokeza na mara kwa mara hutokeza mkazo wenye kutokeza kwa sababu ya utendaji mkamilifu mbali na ule tabasamu isiyo ya kawaida kwamba keira mjasiri huelekea kuelekezewa wakati huu kama wahusika wengine wanavyoutaja mara nyingi,positive
"lakini zaidi ya picha zote maridadi za kila dakika kwa kutumia kwa ustadi na kwa madaha pembe ya kamera na nuru ya karibu ikiwa ni pamoja na picha za filamu za kuigiza za watu mashuhuri nyumbani, ni ajabu na ni furaha kutazama",positive
ikiwa yenye kupendeza daima ya kutazama kama bertluci lakini mahusiano hapa yanasadikisha zaidi na masimulizi zaidi ya baadhi ya mabwana hao hufanya kazi,positive
Kanuni ya msingi inapotea kwa sababu inaungwa mkono na mtazamo usioelezeka wa wafanyakazi wa filamu hiyo,negative
Haidhuru sinema inashindwa katika viwango vingi,negative
Epuka kabisa,negative
Niliiona filamu hii juu ya kristmas na ilikuwa sinema nzuri kama nini,positive
Imefikiriwa kwamba kirukanjia alikuwa na akili nyingi sana na tangu wakati huo amekuwa mwigizaji wangu maarufu,positive
kitendo chake kando ya olvia de havilland kilikuwa chenye uangavu na mwisho ulikuwa mzuri ajabu,positive
Sikuzote nilikuwa nimejua kwamba kirukanjia alikuwa mwigizaji hodari kwa sababu baba yangu alipenda sana mwigizaji na nililelewa nikitazama filamu zake akiwa mtoto,positive
lakini ilikuwa rahisi hadi nilipoitazama filamu hii na nikatambua jinsi alivyo mkubwa,positive
mgonjwa atoa filamu hii 10 kati ya 10,positive
Najua kwamba jam okonor alikuwa mwenye nguvu sana na kwamba hakuna mtu ambaye angeweza kuwa kama yeye ila gegee hakuwa na furaha,negative
Kwa kweli hakuonekana kutaka kuwa mkaribishaji wa sauti zake zilikuwa zenye kuchosha ambazo hazikujihusisha na wageni,negative
"Msisimuaji mdogo mwenye kupendeza kutoka Boggack akiwa na wanawake wengi wazuri waliomzunguka mtoto aliyetekwa nyara, ni njama mbaya ya kanisa la kigeni na baadhi ya wanyang'anyi wasio na mpango wa kutoza kodi",positive
Duza la jammy ni shujaa mkubwa wa kutunga hadithi hiyo akifuatana hadi upeo wake wenye ubaridi kwenye utendaji wa ubalozi lakini halina hatari ya kuzamika kwa ndege aina ya black and white fomy foot,positive
Na bado filamu nyingine nzuri ajabu kutoka kwa mabwana wakubwa walio thabiti,positive
Ni lazima niseme kwamba filamu hii ilitayarishwa vizuri sana na kwamba sinema ya cifi ni filamu ya kawaida ya cifi,positive
Imetokezwa vizuri sana na mmoja wa watengenezaji bora zaidi wa sacot vandiver,positive
Lakini ni yenye kutumbuiza hata hivyo,positive
aina ya sinema yenye makelele inayofurahisha kutazama,positive
kinakuwa kipindi chenye kuchosha sana katika sinema na kuna sehemu nyingi zenye kuchekesha,positive
sikuzote kifaa huwa chenye kutumbuiza kama kawaida,positive
Furaha ya ujumla,positive
sinema hii ni mbaya sana hivi kwamba hata imebuniwa,negative
filamu hiyo haina vitisho vyovyote au mkazo wa baadhi ya maneno ya kitiba yanayotumiwa katika sehemu zote zacho ni kama inaogofya kusema machache zaidi ya kusema kwamba kwa kuwa insulini hujitegemea mwenyewe kuwa na ugonjwa wa kisukari,negative
"Ama ajionaye hana haja,",negative
Sinema hii hufanya kazi nzuri sana ya kufunua utata wa kazi hiyo na magumu ya ajabu yanayokabili Afrika Kusini,positive
Ninaamini kila mtu anapaswa kuona filamu hii kama ninavyofikiri ni watu wachache tu nje ya Afrika Kusini wanaoelewa historia yake na kile kinachojaribiwa katika ukweli na mchakato wa kupatanisha,positive
Picha maridadi sana kwenye filamu hii,positive
ni ajabu kwamba hadithi hizo zimefumwa pamoja bila kushonwa na mbwa ni maridadi sana lazima zibebwe au zione,positive
Usiogope kwamba maelezo ya siri yanastahili matibabu ya hapa na pale ya mwaka wa 1010,positive
Ni wonyesho bora kabisa,positive
bado kuna waigizaji wazuri kila mahali,positive
Pia kuna uelekezaji mkubwa na upigaji picha,positive
Ni kweli kabisa kutikisika na lazima kuwe na mashabiki wote wanaotetemeka,positive
"Mucbeth jason connery alinisukuma kutoa machozi kwa sababu ya sauti yake ya mwisho ya mshumaa, ambayo iliondoa uchafu wa kiadili na kufanya uso wenye giza uvutie zaidi",positive
